Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Mode
ORD10166,2025-04-18,CUST1077,Customer 1077,North,Delhi,Delhi,Furniture,Tables,Office Table,2,11725.68,0.2,18761.09,1913.5,Net Banking
ORD10167,2025-02-13,CUST1204,Customer 1204,North,Uttar Pradesh,Kanpur,Furniture,Tables,Office Table,2,13240.05,0.0,26480.1,1593.36,Cash
ORD10168,2025-12-06,CUST1008,Customer 1008,South,Telangana,Hyderabad,Office Supplies,Stationery,Premium Notebook,1,357.62,0.15,303.98,18.06,Net Banking
ORD10169,2025-10-13,CUST1207,Customer 1207,West,Gujarat,Ahmedabad,Appliances,Kitchen,Mixer Grinder,2,3974.7,0.1,7154.46,1421.72,UPI
ORD10170,2025-11-27,CUST1026,Customer 1026,East,Odisha,Cuttack,Furniture,Chairs,Ergo Chair,3,8404.57,0.1,22692.34,2062.68,UPI
ORD10171,2025-05-08,CUST1140,Customer 1140,West,Goa,Margao,Appliances,Home,Air Purifier,3,14972.4,0.0,44917.2,7623.27,UPI
ORD10172,2025-12-14,CUST1043,Customer 1043,South,Karnataka,Mysuru,Electronics,Headphones,SoundMax Pro,2,4670.49,0.1,8406.89,168.14,UPI
ORD10173,2025-08-19,CUST1179,Customer 1179,South,Telangana,Hyderabad,Appliances,Kitchen,Mixer Grinder,5,4168.7,0.2,16674.78,539.76,Credit Card
ORD10174,2025-07-09,CUST1110,Customer 1110,West,Gujarat,Ahmedabad,Electronics,Headphones,SoundMax Pro,1,4852.28,0.15,4124.44,705.74,Debit Card
ORD10175,2025-08-13,CUST1219,Customer 1219,North,Delhi,New Delhi,Appliances,Kitchen,Electric Kettle,3,1671.77,0.05,4764.53,227.34,Credit Card
ORD10176,2025-10-10,CUST1210,Customer 1210,South,Karnataka,Bengaluru,Furniture,Tables,Office Table,1,12210.03,0.0,12210.03,2566.49,UPI
ORD10177,2025-05-01,CUST1237,Customer 1237,West,Goa,Panaji,Electronics,Mobiles,Nova X5,1,27918.91,0.05,26522.97,3976.97,Net Banking
ORD10178,2025-04-26,CUST1100,Customer 1100,North,Punjab,Ludhiana,Furniture,Tables,Office Table,3,12506.27,0.15,31890.98,2423.18,UPI
ORD10179,2025-08-21,CUST1063,Customer 1063,South,Telangana,Hyderabad,Appliances,Kitchen,Electric Kettle,3,1746.99,0.1,4716.87,450.01,UPI
ORD10180,2025-09-16,CUST1049,Customer 1049,West,Goa,Panaji,Furniture,Tables,Office Table,6,12958.48,0.05,73863.34,7617.37,Debit Card
ORD10181,2025-12-25,CUST1115,Customer 1115,North,Uttar Pradesh,Noida,Office Supplies,Stationery,Premium Notebook,3,370.99,0.0,1112.96,146.76,Debit Card
ORD10182,2025-07-17,CUST1155,Customer 1155,West,Maharashtra,Mumbai,Furniture,Storage,Filing Cabinet,7,7277.33,0.05,48394.22,9803.79,Credit Card
ORD10183,2025-05-17,CUST1137,Customer 1137,South,Karnataka,Bengaluru,Office Supplies,Stationery,Premium Notebook,1,367.09,0.05,348.73,37.4,UPI
ORD10184,2025-11-14,CUST1247,Customer 1247,South,Tamil Nadu,Coimbatore,Appliances,Home,Air Purifier,1,16369.44,0.15,13914.02,3047.61,Debit Card
ORD10185,2025-06-14,CUST1167,Customer 1167,South,Tamil Nadu,Chennai,Office Supplies,Stationery,Gel Pen Pack,1,181.46,0.1,163.31,22.2,UPI
ORD10186,2025-08-13,CUST1065,Customer 1065,East,Jharkhand,Ranchi,Furniture,Tables,Office Table,2,13151.78,0.05,24988.38,2427.91,UPI
ORD10187,2025-11-03,CUST1199,Customer 1199,South,Telangana,Hyderabad,Appliances,Home,Air Purifier,3,15012.69,0.05,42786.17,8798.36,Debit Card
ORD10188,2025-08-22,CUST1218,Customer 1218,South,Telangana,Warangal,Electronics,Headphones,SoundMax Pro,4,4426.9,0.0,17707.62,3606.56,UPI
ORD10189,2025-06-21,CUST1071,Customer 1071,East,Odisha,Cuttack,Office Supplies,Paper,A4 Paper Box,1,504.77,0.2,403.81,8.08,UPI
ORD10190,2025-06-01,CUST1244,Customer 1244,South,Karnataka,Mysuru,Electronics,Headphones,SoundMax Pro,7,4476.52,0.05,29768.85,1937.57,Credit Card
ORD10191,2025-11-11,CUST1007,Customer 1007,West,Maharashtra,Kolhapur,Office Supplies,Binders,Document Binder,5,251.08,0.05,1192.63,154.35,Net Banking
ORD10192,2025-06-09,CUST1200,Customer 1200,North,Uttar Pradesh,Noida,Appliances,Kitchen,Mixer Grinder,2,4510.2,0.05,8569.39,228.35,Net Banking
ORD10193,2025-04-06,CUST1080,Customer 1080,West,Goa,Panaji,Electronics,Laptops,AeroBook 14,1,60143.42,0.1,54129.08,14145.94,Credit Card
ORD10194,2025-08-21,CUST1067,Customer 1067,West,Goa,Margao,Office Supplies,Binders,Document Binder,1,243.28,0.1,218.95,37.78,UPI
ORD10195,2025-06-29,CUST1237,Customer 1237,West,Goa,Panaji,Appliances,Kitchen,Electric Kettle,1,1807.72,0.1,1626.95,185.58,UPI
ORD10196,2025-04-23,CUST1138,Customer 1138,North,Punjab,Amritsar,Furniture,Chairs,Ergo Chair,1,7897.65,0.0,7897.65,1074.16,UPI
ORD10197,2025-11-14,CUST1242,Customer 1242,East,West Bengal,Kolkata,Appliances,Home,Air Purifier,3,14534.15,0.05,41422.32,3956.81,Credit Card
ORD10198,2025-02-21,CUST1199,Customer 1199,North,Uttar Pradesh,Kanpur,Electronics,Accessories,Wireless Mouse,2,1146.12,0.0,2292.25,51.62,Debit Card
ORD10199,2025-09-25,CUST1213,Customer 1213,West,Gujarat,Vadodara,Office Supplies,Stationery,Gel Pen Pack,2,178.97,0.1,322.15,6.44,Credit Card
ORD10200,2025-10-22,CUST1181,Customer 1181,East,Jharkhand,Ranchi,Office Supplies,Stationery,Gel Pen Pack,8,178.08,0.0,1424.62,417.53,Credit Card
ORD10201,2025-04-23,CUST1101,Customer 1101,East,Jharkhand,Jamshedpur,Appliances,Home,Air Purifier,4,16243.24,0.1,58475.65,13165.91,UPI
ORD10202,2025-04-11,CUST1095,Customer 1095,South,Karnataka,Bengaluru,Furniture,Chairs,Ergo Chair,7,8825.69,0.15,52512.83,2740.94,Credit Card
ORD10203,2025-04-23,CUST1087,Customer 1087,East,Jharkhand,Ranchi,Office Supplies,Paper,A4 Paper Box,1,513.87,0.15,436.79,68.17,UPI
ORD10204,2025-03-22,CUST1185,Customer 1185,North,Delhi,Delhi,Electronics,Accessories,Wireless Mouse,2,1168.07,0.05,2219.34,383.83,Credit Card
ORD10205,2025-07-06,CUST1091,Customer 1091,South,Karnataka,Bengaluru,Furniture,Storage,Filing Cabinet,3,6600.32,0.05,18810.91,3408.54,Debit Card
ORD10206,2025-04-23,CUST1248,Customer 1248,North,Delhi,New Delhi,Furniture,Tables,Office Table,1,13047.99,0.0,13047.99,785.98,Debit Card
ORD10207,2025-01-02,CUST1214,Customer 1214,West,Gujarat,Ahmedabad,Electronics,Accessories,Wireless Mouse,1,1114.0,0.1,1002.6,20.05,Credit Card
ORD10208,2025-05-10,CUST1103,Customer 1103,West,Gujarat,Ahmedabad,Appliances,Kitchen,Electric Kettle,4,1659.69,0.15,5642.95,989.11,Credit Card
ORD10209,2025-08-08,CUST1249,Customer 1249,South,Karnataka,Bengaluru,Appliances,Kitchen,Electric Kettle,4,1885.12,0.0,7540.47,161.74,UPI
ORD10210,2025-02-23,CUST1126,Customer 1126,West,Goa,Margao,Office Supplies,Paper,A4 Paper Box,2,518.1,0.05,984.39,125.14,UPI
ORD10211,2025-12-09,CUST1155,Customer 1155,South,Karnataka,Mysuru,Electronics,Mobiles,Nova X5,3,26346.35,0.15,67183.19,4485.21,Debit Card
ORD10212,2025-08-12,CUST1182,Customer 1182,East,Jharkhand,Jamshedpur,Electronics,Laptops,AeroBook 14,2,59376.81,0.15,100940.58,6085.65,UPI
ORD10213,2025-08-13,CUST1113,Customer 1113,South,Karnataka,Mysuru,Electronics,Accessories,Wireless Mouse,1,1283.04,0.0,1283.04,233.53,Debit Card
ORD10214,2025-05-06,CUST1004,Customer 1004,South,Telangana,Hyderabad,Electronics,Accessories,Wireless Mouse,2,1269.02,0.1,2284.24,154.34,Debit Card
ORD10215,2025-05-10,CUST1088,Customer 1088,South,Tamil Nadu,Chennai,Appliances,Kitchen,Electric Kettle,1,1860.42,0.0,1860.42,349.2,Net Banking
ORD10216,2025-02-22,CUST1151,Customer 1151,East,Jharkhand,Ranchi,Electronics,Laptops,AeroBook 14,1,61823.67,0.0,61823.67,10502.66,Net Banking
ORD10217,2025-06-21,CUST1176,Customer 1176,North,Delhi,New Delhi,Furniture,Tables,Office Table,7,12540.65,0.15,74616.85,17864.11,UPI
ORD10218,2025-08-06,CUST1211,Customer 1211,East,Odisha,Bhubaneswar,Electronics,Accessories,Wireless Mouse,3,1291.25,0.15,3292.68,65.85,Net Banking
ORD10219,2025-06-09,CUST1170,Customer 1170,East,Jharkhand,Jamshedpur,Electronics,Laptops,AeroBook 14,4,66620.44,0.1,239833.59,28072.24,Debit Card
ORD10220,2025-07-17,CUST1003,Customer 1003,North,Uttar Pradesh,Noida,Electronics,Laptops,AeroBook 14,2,59175.47,0.0,118350.94,22509.66,Debit Card
ORD10221,2025-09-04,CUST1091,Customer 1091,South,Telangana,Hyderabad,Appliances,Kitchen,Electric Kettle,2,1889.6,0.15,3212.32,239.48,UPI
ORD10222,2025-11-20,CUST1003,Customer 1003,South,Telangana,Hyderabad,Electronics,Laptops,AeroBook 14,2,58996.65,0.05,112093.63,4921.44,Net Banking
ORD10223,2025-07-22,CUST1156,Customer 1156,North,Uttar Pradesh,Lucknow,Office Supplies,Stationery,Premium Notebook,1,333.96,0.05,317.26,71.54,UPI
ORD10224,2025-07-03,CUST1191,Customer 1191,East,Odisha,Bhubaneswar,Office Supplies,Paper,A4 Paper Box,1,534.65,0.1,481.19,66.69,Cash
ORD10225,2025-05-03,CUST1081,Customer 1081,East,Odisha,Bhubaneswar,Office Supplies,Stationery,Premium Notebook,5,344.68,0.0,1723.4,122.91,UPI
ORD10226,2025-09-12,CUST1159,Customer 1159,North,Punjab,Ludhiana,Electronics,Mobiles,Nova X5,4,29933.32,0.1,107759.95,15701.35,Debit Card
ORD10227,2025-10-21,CUST1138,Customer 1138,West,Gujarat,Vadodara,Office Supplies,Binders,Document Binder,3,242.9,0.1,655.84,153.54,Credit Card
ORD10228,2025-10-07,CUST1177,Customer 1177,West,Maharashtra,Pune,Appliances,Kitchen,Electric Kettle,3,1803.32,0.0,5409.96,851.84,UPI
ORD10229,2025-11-21,CUST1214,Customer 1214,East,Odisha,Bhubaneswar,Furniture,Storage,Filing Cabinet,6,7255.35,0.0,43532.11,6958.39,UPI
ORD10230,2025-04-08,CUST1094,Customer 1094,West,Goa,Panaji,Appliances,Home,Air Purifier,1,16502.2,0.0,16502.2,4451.64,Credit Card
ORD10231,2025-07-17,CUST1126,Customer 1126,West,Goa,Panaji,Office Supplies,Stationery,Premium Notebook,2,330.77,0.0,661.53,60.91,UPI
ORD10232,2025-08-28,CUST1113,Customer 1113,West,Gujarat,Vadodara,Office Supplies,Stationery,Premium Notebook,2,342.53,0.1,616.56,145.46,Credit Card
ORD10233,2025-05-24,CUST1149,Customer 1149,West,Goa,Margao,Office Supplies,Binders,Document Binder,5,264.96,0.15,1126.06,180.85,Debit Card
ORD10234,2025-04-07,CUST1100,Customer 1100,West,Gujarat,Surat,Office Supplies,Paper,A4 Paper Box,8,491.66,0.0,3933.29,374.86,Cash
ORD10235,2025-07-20,CUST1053,Customer 1053,South,Telangana,Warangal,Office Supplies,Binders,Document Binder,2,279.47,0.0,558.94,63.28,Debit Card
ORD10236,2025-05-04,CUST1087,Customer 1087,East,West Bengal,Kolkata,Appliances,Kitchen,Electric Kettle,6,1919.45,0.1,10365.02,811.2,UPI
ORD10237,2025-07-06,CUST1230,Customer 1230,East,West Bengal,Durgapur,Furniture,Storage,Filing Cabinet,5,6437.64,0.15,27359.98,547.2,UPI
ORD10238,2025-11-22,CUST1204,Customer 1204,North,Punjab,Ludhiana,Furniture,Chairs,Ergo Chair,2,7984.77,0.05,15171.07,2362.64,UPI
ORD10239,2025-12-15,CUST1089,Customer 1089,West,Gujarat,Ahmedabad,Electronics,Laptops,AeroBook 14,2,57887.25,0.05,109985.78,8356.03,Net Banking
ORD10240,2025-09-16,CUST1054,Customer 1054,South,Tamil Nadu,Chennai,Appliances,Kitchen,Mixer Grinder,2,4475.15,0.1,8055.26,1093.57,Net Banking
ORD10241,2025-05-28,CUST1185,Customer 1185,South,Telangana,Warangal,Office Supplies,Stationery,Gel Pen Pack,8,171.18,0.0,1369.41,95.36,Credit Card
ORD10242,2025-09-09,CUST1020,Customer 1020,West,Gujarat,Vadodara,Appliances,Kitchen,Electric Kettle,2,1775.89,0.0,3551.78,797.77,UPI
ORD10243,2025-12-12,CUST1113,Customer 1113,East,West Bengal,Kolkata,Furniture,Storage,Filing Cabinet,5,6744.35,0.1,30349.58,5057.27,Net Banking
ORD10244,2025-05-27,CUST1049,Customer 1049,South,Telangana,Hyderabad,Electronics,Mobiles,Nova X5,2,28443.57,0.1,51198.43,3358.03,Net Banking
ORD10245,2025-05-28,CUST1234,Customer 1234,South,Tamil Nadu,Coimbatore,Furniture,Tables,Office Table,4,11643.47,0.1,41916.49,5875.66,Cash
ORD10246,2025-12-18,CUST1135,Customer 1135,East,Jharkhand,Ranchi,Electronics,Mobiles,Nova X5,3,26775.88,0.1,72294.87,8733.54,Cash
ORD10247,2025-07-18,CUST1029,Customer 1029,North,Uttar Pradesh,Lucknow,Electronics,Laptops,AeroBook 14,3,66280.38,0.1,178957.04,39148.81,Credit Card
ORD10248,2025-11-04,CUST1048,Customer 1048,West,Gujarat,Ahmedabad,Appliances,Home,Air Purifier,5,16512.86,0.0,82564.29,7243.07,UPI
ORD10249,2025-05-08,CUST1221,Customer 1221,South,Telangana,Warangal,Furniture,Storage,Filing Cabinet,5,7106.04,0.05,33753.71,4281.29,Credit Card
ORD10250,2025-02-08,CUST1013,Customer 1013,West,Maharashtra,Kolhapur,Appliances,Kitchen,Electric Kettle,6,1661.59,0.0,9969.53,1148.01,Credit Card
ORD10251,2025-12-04,CUST1003,Customer 1003,South,Karnataka,Bengaluru,Electronics,Mobiles,Nova X5,1,27224.99,0.0,27224.99,4441.41,Credit Card
ORD10252,2025-12-26,CUST1002,Customer 1002,North,Uttar Pradesh,Lucknow,Appliances,Kitchen,Electric Kettle,4,1836.85,0.1,6612.67,1007.3,Credit Card
ORD10253,2025-05-09,CUST1016,Customer 1016,North,Punjab,Amritsar,Appliances,Home,Air Purifier,1,14942.47,0.15,12701.1,595.34,UPI
ORD10254,2025-09-24,CUST1094,Customer 1094,East,Jharkhand,Ranchi,Appliances,Home,Air Purifier,2,16515.78,0.2,26425.24,1176.26,Credit Card
ORD10255,2025-05-31,CUST1102,Customer 1102,West,Maharashtra,Pune,Electronics,Mobiles,Nova X5,3,28599.82,0.1,77219.53,14102.05,Credit Card
ORD10256,2025-10-25,CUST1134,Customer 1134,West,Goa,Margao,Appliances,Kitchen,Electric Kettle,2,1676.71,0.0,3353.42,855.16,UPI
ORD10257,2025-04-09,CUST1045,Customer 1045,West,Goa,Panaji,Office Supplies,Binders,Document Binder,3,277.01,0.0,831.04,161.68,Credit Card
ORD10258,2025-09-20,CUST1071,Customer 1071,West,Maharashtra,Pune,Furniture,Chairs,Ergo Chair,8,9122.56,0.15,62033.43,5139.01,Cash
ORD10259,2025-09-09,CUST1133,Customer 1133,South,Telangana,Hyderabad,Appliances,Home,Air Purifier,1,14452.73,0.1,13007.45,1283.62,Cash
ORD10260,2025-05-24,CUST1056,Customer 1056,East,Jharkhand,Ranchi,Furniture,Chairs,Ergo Chair,4,8544.01,0.1,30758.44,4717.39,Credit Card
ORD10261,2025-12-12,CUST1199,Customer 1199,West,Gujarat,Vadodara,Furniture,Storage,Filing Cabinet,2,6586.06,0.15,11196.3,1214.17,Credit Card
ORD10262,2025-04-22,CUST1226,Customer 1226,South,Tamil Nadu,Chennai,Electronics,Laptops,AeroBook 14,1,60936.96,0.1,54843.27,1096.87,UPI
ORD10263,2025-03-01,CUST1127,Customer 1127,South,Karnataka,Mysuru,Office Supplies,Stationery,Premium Notebook,1,332.06,0.15,282.25,37.42,Debit Card
ORD10264,2025-01-02,CUST1032,Customer 1032,South,Karnataka,Bengaluru,Electronics,Headphones,SoundMax Pro,7,4556.21,0.0,31893.48,3181.7,Credit Card
ORD10265,2025-10-31,CUST1049,Customer 1049,South,Karnataka,Mysuru,Electronics,Accessories,Wireless Mouse,6,1287.93,0.1,6954.83,139.1,Credit Card
ORD10266,2025-09-11,CUST1013,Customer 1013,West,Gujarat,Vadodara,Office Supplies,Stationery,Gel Pen Pack,6,180.09,0.15,918.45,18.37,Net Banking
ORD10267,2025-05-20,CUST1158,Customer 1158,East,West Bengal,Durgapur,Electronics,Accessories,Wireless Mouse,8,1119.92,0.05,8511.39,1041.56,Credit Card
ORD10268,2025-02-06,CUST1025,Customer 1025,North,Delhi,Delhi,Office Supplies,Paper,A4 Paper Box,2,529.98,0.1,953.97,41.83,UPI
ORD10269,2025-06-09,CUST1213,Customer 1213,North,Delhi,New Delhi,Appliances,Kitchen,Mixer Grinder,2,4092.63,0.05,7776.0,155.52,UPI
ORD10270,2025-01-09,CUST1060,Customer 1060,West,Gujarat,Surat,Furniture,Chairs,Ergo Chair,4,8984.06,0.2,28748.99,1291.06,Credit Card
ORD10271,2025-08-21,CUST1059,Customer 1059,South,Telangana,Warangal,Furniture,Storage,Filing Cabinet,3,6728.93,0.0,20186.79,2536.67,Credit Card
ORD10272,2025-04-09,CUST1213,Customer 1213,West,Maharashtra,Pune,Electronics,Accessories,Wireless Mouse,2,1141.03,0.1,2053.85,214.64,Net Banking
ORD10273,2025-05-27,CUST1156,Customer 1156,West,Goa,Panaji,Appliances,Home,Air Purifier,2,14733.94,0.0,29467.88,3417.6,Credit Card
ORD10274,2025-10-31,CUST1240,Customer 1240,East,West Bengal,Kolkata,Electronics,Laptops,AeroBook 14,3,64666.14,0.1,174598.58,42436.72,Debit Card
ORD10275,2025-07-27,CUST1058,Customer 1058,North,Uttar Pradesh,Lucknow,Office Supplies,Stationery,Gel Pen Pack,3,173.25,0.0,519.75,101.98,Credit Card
ORD10276,2025-05-11,CUST1020,Customer 1020,North,Punjab,Ludhiana,Electronics,Accessories,Wireless Mouse,1,1251.31,0.0,1251.31,156.45,Credit Card
ORD10277,2025-06-01,CUST1162,Customer 1162,West,Gujarat,Vadodara,Office Supplies,Stationery,Gel Pen Pack,3,171.53,0.05,488.86,65.04,Credit Card
ORD10278,2025-02-23,CUST1133,Customer 1133,South,Karnataka,Mysuru,Furniture,Tables,Office Table,3,12143.37,0.15,30965.6,5930.69,Credit Card
ORD10279,2025-04-30,CUST1210,Customer 1210,West,Goa,Margao,Electronics,Laptops,AeroBook 14,3,61657.63,0.0,184972.89,41982.11,Credit Card
ORD10280,2025-06-10,CUST1188,Customer 1188,West,Gujarat,Vadodara,Appliances,Kitchen,Mixer Grinder,2,4497.83,0.0,8995.66,560.12,UPI
ORD10281,2025-04-26,CUST1231,Customer 1231,South,Karnataka,Bengaluru,Electronics,Headphones,SoundMax Pro,4,4810.85,0.1,17319.05,810.53,Net Banking
ORD10282,2025-03-16,CUST1171,Customer 1171,South,Karnataka,Mysuru,Office Supplies,Binders,Document Binder,1,247.81,0.05,235.42,19.49,UPI
ORD10283,2025-04-23,CUST1057,Customer 1057,South,Tamil Nadu,Coimbatore,Electronics,Mobiles,Nova X5,2,27364.82,0.15,46520.2,2871.27,UPI
ORD10284,2025-04-14,CUST1185,Customer 1185,South,Tamil Nadu,Chennai,Office Supplies,Stationery,Gel Pen Pack,5,169.9,0.0,849.51,100.51,UPI
ORD10285,2025-12-06,CUST1203,Customer 1203,North,Delhi,New Delhi,Appliances,Kitchen,Mixer Grinder,3,4206.71,0.1,11358.12,1333.22,UPI
ORD10286,2025-09-11,CUST1054,Customer 1054,North,Uttar Pradesh,Noida,Electronics,Laptops,AeroBook 14,2,61608.98,0.0,123217.96,26060.66,Credit Card
ORD10287,2025-08-15,CUST1209,Customer 1209,West,Goa,Margao,Appliances,Kitchen,Electric Kettle,4,1915.42,0.0,7661.68,1709.98,UPI
ORD10288,2025-04-22,CUST1112,Customer 1112,East,Jharkhand,Jamshedpur,Appliances,Home,Air Purifier,3,16566.41,0.1,44729.32,4120.65,UPI
ORD10289,2025-04-09,CUST1173,Customer 1173,East,West Bengal,Durgapur,Office Supplies,Stationery,Gel Pen Pack,5,176.65,0.1,794.91,15.9,Credit Card
ORD10290,2025-06-02,CUST1086,Customer 1086,West,Gujarat,Ahmedabad,Office Supplies,Stationery,Gel Pen Pack,4,179.76,0.1,647.14,27.29,Debit Card
ORD10291,2025-12-15,CUST1037,Customer 1037,North,Delhi,New Delhi,Office Supplies,Stationery,Premium Notebook,3,372.19,0.05,1060.74,107.26,UPI
ORD10292,2025-12-04,CUST1084,Customer 1084,East,Odisha,Cuttack,Office Supplies,Stationery,Premium Notebook,3,367.18,0.05,1046.45,52.69,Credit Card
ORD10293,2025-07-13,CUST1048,Customer 1048,West,Goa,Margao,Office Supplies,Binders,Document Binder,1,239.35,0.05,227.38,49.42,Debit Card
ORD10294,2025-11-06,CUST1118,Customer 1118,West,Goa,Panaji,Appliances,Home,Air Purifier,2,15053.75,0.2,24086.0,481.72,Net Banking
ORD10295,2025-06-12,CUST1182,Customer 1182,North,Punjab,Amritsar,Appliances,Kitchen,Mixer Grinder,2,4147.43,0.05,7880.12,1423.89,Debit Card
ORD10296,2025-07-27,CUST1048,Customer 1048,West,Gujarat,Ahmedabad,Electronics,Laptops,AeroBook 14,3,59318.79,0.05,169058.54,3381.17,UPI
ORD10297,2025-06-18,CUST1112,Customer 1112,South,Karnataka,Bengaluru,Office Supplies,Binders,Document Binder,3,247.5,0.05,705.38,129.44,Debit Card
ORD10298,2025-06-10,CUST1110,Customer 1110,East,Jharkhand,Jamshedpur,Office Supplies,Stationery,Premium Notebook,2,324.12,0.1,583.41,61.4,Credit Card
ORD10299,2025-03-09,CUST1006,Customer 1006,East,West Bengal,Kolkata,Office Supplies,Paper,A4 Paper Box,1,531.93,0.0,531.93,141.43,UPI
ORD10300,2025-10-16,CUST1162,Customer 1162,North,Delhi,Delhi,Appliances,Home,Air Purifier,3,14911.03,0.15,38023.12,760.46,Cash
ORD10301,2025-10-04,CUST1191,Customer 1191,South,Karnataka,Bengaluru,Electronics,Headphones,SoundMax Pro,2,4177.69,0.0,8355.38,1006.92,Credit Card
ORD10302,2025-10-31,CUST1078,Customer 1078,East,Jharkhand,Ranchi,Office Supplies,Binders,Document Binder,4,248.81,0.15,845.95,56.31,Net Banking
ORD10303,2025-05-15,CUST1176,Customer 1176,North,Delhi,New Delhi,Furniture,Storage,Filing Cabinet,1,7128.48,0.0,7128.48,1064.46,Debit Card
ORD10304,2025-07-14,CUST1023,Customer 1023,North,Delhi,Delhi,Office Supplies,Binders,Document Binder,3,274.62,0.1,741.48,67.31,Debit Card
ORD10305,2025-05-08,CUST1126,Customer 1126,West,Maharashtra,Pune,Electronics,Laptops,AeroBook 14,7,61832.02,0.15,367900.5,25617.83,Debit Card
ORD10306,2025-02-02,CUST1084,Customer 1084,South,Karnataka,Bengaluru,Electronics,Laptops,AeroBook 14,1,61167.42,0.0,61167.42,8317.89,Credit Card
ORD10307,2025-06-25,CUST1013,Customer 1013,South,Karnataka,Mysuru,Office Supplies,Paper,A4 Paper Box,3,559.76,0.2,1343.42,26.87,Credit Card
ORD10308,2025-01-22,CUST1047,Customer 1047,North,Delhi,Delhi,Appliances,Kitchen,Electric Kettle,1,1713.76,0.05,1628.07,337.07,Cash
ORD10309,2025-08-26,CUST1044,Customer 1044,South,Telangana,Hyderabad,Furniture,Chairs,Ergo Chair,4,8112.89,0.15,27583.82,8075.98,Debit Card
ORD10310,2025-06-07,CUST1105,Customer 1105,South,Karnataka,Bengaluru,Furniture,Chairs,Ergo Chair,3,8216.94,0.1,22185.74,3014.58,Net Banking
ORD10311,2025-02-07,CUST1160,Customer 1160,North,Punjab,Ludhiana,Office Supplies,Stationery,Premium Notebook,2,331.67,0.05,630.18,36.55,Net Banking
ORD10312,2025-08-18,CUST1154,Customer 1154,South,Karnataka,Mysuru,Furniture,Storage,Filing Cabinet,3,6668.75,0.0,20006.25,1752.19,Net Banking
ORD10313,2025-12-31,CUST1242,Customer 1242,North,Delhi,Delhi,Office Supplies,Stationery,Premium Notebook,6,373.01,0.05,2126.14,383.6,Debit Card
ORD10314,2025-02-20,CUST1181,Customer 1181,North,Uttar Pradesh,Lucknow,Furniture,Tables,Office Table,2,12730.7,0.0,25461.39,4760.84,Credit Card
ORD10315,2025-09-21,CUST1014,Customer 1014,North,Uttar Pradesh,Noida,Furniture,Tables,Office Table,1,12323.89,0.0,12323.89,1726.57,UPI
ORD10316,2025-10-10,CUST1180,Customer 1180,North,Punjab,Ludhiana,Electronics,Mobiles,Nova X5,6,29946.16,0.0,179676.96,38224.17,Debit Card
ORD10317,2025-01-27,CUST1121,Customer 1121,West,Gujarat,Ahmedabad,Furniture,Tables,Office Table,3,11596.93,0.05,33051.25,661.02,UPI
ORD10318,2025-08-14,CUST1036,Customer 1036,South,Telangana,Hyderabad,Furniture,Chairs,Ergo Chair,6,8105.98,0.15,41340.48,6006.12,UPI
ORD10319,2025-10-04,CUST1008,Customer 1008,South,Telangana,Warangal,Appliances,Kitchen,Electric Kettle,3,1818.98,0.0,5456.93,963.93,UPI
ORD10320,2025-10-13,CUST1168,Customer 1168,West,Maharashtra,Pune,Electronics,Headphones,SoundMax Pro,5,4583.2,0.0,22915.99,2068.94,Net Banking
ORD10321,2025-04-07,CUST1214,Customer 1214,South,Telangana,Hyderabad,Furniture,Tables,Office Table,3,11579.12,0.1,31263.61,625.27,Net Banking
ORD10322,2025-10-11,CUST1150,Customer 1150,West,Gujarat,Vadodara,Office Supplies,Stationery,Premium Notebook,4,344.57,0.0,1378.28,232.23,Debit Card
ORD10323,2025-11-13,CUST1016,Customer 1016,East,West Bengal,Durgapur,Office Supplies,Stationery,Gel Pen Pack,6,184.3,0.0,1105.77,285.85,Credit Card
ORD10324,2025-10-31,CUST1091,Customer 1091,North,Punjab,Amritsar,Electronics,Laptops,AeroBook 14,3,63964.86,0.0,191894.58,27639.24,Debit Card
ORD10325,2025-05-27,CUST1120,Customer 1120,West,Maharashtra,Mumbai,Electronics,Headphones,SoundMax Pro,2,4599.46,0.15,7819.08,256.56,Debit Card
ORD10326,2025-01-04,CUST1188,Customer 1188,South,Telangana,Warangal,Electronics,Headphones,SoundMax Pro,2,4370.81,0.15,7430.37,786.8,Credit Card
ORD10327,2025-02-04,CUST1060,Customer 1060,South,Tamil Nadu,Coimbatore,Office Supplies,Binders,Document Binder,2,243.09,0.05,461.87,122.38,Credit Card
ORD10328,2025-07-11,CUST1010,Customer 1010,East,West Bengal,Kolkata,Office Supplies,Stationery,Premium Notebook,2,345.92,0.1,622.65,90.4,Credit Card
ORD10329,2025-02-18,CUST1153,Customer 1153,West,Maharashtra,Kolhapur,Electronics,Laptops,AeroBook 14,2,58317.24,0.1,104971.04,16035.18,Credit Card
ORD10330,2025-01-17,CUST1031,Customer 1031,West,Goa,Panaji,Furniture,Chairs,Ergo Chair,3,9108.77,0.1,24593.67,4933.39,Debit Card
ORD10331,2025-06-21,CUST1021,Customer 1021,North,Uttar Pradesh,Kanpur,Electronics,Headphones,SoundMax Pro,3,4482.12,0.1,12101.73,1792.01,Credit Card
